metric_id,brand_id,visit_date,page_views,unique_visitors,bounce_rate
1326,2,2025-06-22,2568,620,0.65
1327,3,2025-06-20,6247,3575,0.61
1328,4,2025-02-17,2049,3686,0.47
1329,1,2025-10-19,8100,2745,0.68
1330,1,2025-11-11,4240,378,0.41
1331,4,2025-10-25,5762,1855,0.35
1332,2,2025-07-25,7948,556,0.47
1333,2,2025-12-22,6988,4755,0.46
1334,4,2025-03-23,7658,1148,0.54
1335,1,2024-12-31,2735,1354,0.53
1336,3,2025-08-05,1238,2396,0.21
1337,4,2025-11-13,7521,3396,0.67
1338,3,2025-07-20,1495,1021,0.39
1339,4,2025-01-30,2629,1559,0.41
1340,3,2025-04-09,2384,346,0.44
1341,3,2025-07-13,9403,1722,0.62
1342,1,2025-08-08,8262,491,0.4
1343,4,2025-07-29,8053,987,0.71
1344,2,2025-03-08,2529,1594,0.44
1345,1,2025-07-23,4494,2025,0.36
1346,3,2025-09-06,3644,4659,0.38
1347,2,2025-12-20,2766,3620,0.56
1348,2,2025-09-14,2431,612,0.79
1349,2,2025-12-05,8747,2992,0.61
1350,1,2025-02-04,6451,3477,0.36
1351,1,2025-09-25,4730,2292,0.23
1352,3,2025-05-21,6340,3186,0.25
1353,4,2025-08-21,4492,3031,0.77
1354,3,2025-08-01,5428,4814,0.64
1355,2,2025-01-13,786,3247,0.37
1356,3,2025-08-14,1923,1695,0.65
1357,2,2025-11-23,2103,3908,0.73
1358,3,2025-03-07,5315,2410,0.75
1359,2,2025-04-12,4376,1352,0.57
1360,3,2025-01-23,8707,3960,0.79
1361,3,2025-10-12,7681,3561,0.64
1362,1,2025-08-10,5755,2994,0.21
1363,3,2025-05-18,9207,3311,0.63
1364,1,2025-05-22,3731,4675,0.53
1365,2,2025-04-15,1540,309,0.8
1366,3,2025-03-17,3134,3048,0.26
1367,1,2025-10-30,8756,2512,0.43
1368,2,2025-11-07,1868,3755,0.79
1369,4,2025-06-24,6543,3396,0.33
1370,4,2025-09-08,507,596,0.76
1371,3,2025-01-17,3667,1858,0.39
1372,1,2025-11-20,6208,3447,0.69
1373,1,2025-05-10,6482,2899,0.63
1374,3,2025-11-14,4835,3394,0.79
1375,4,2025-09-14,6073,1392,0.61
1376,2,2025-01-17,6776,1417,0.42
1377,4,2025-05-10,4793,1031,0.59
1378,1,2025-05-28,6463,3609,0.61
1379,3,2025-05-07,7086,2739,0.21
1380,2,2025-08-28,6772,3129,0.4
1381,4,2025-11-02,7833,1148,0.25
1382,4,2025-03-13,7197,3964,0.54
1383,2,2025-02-18,3509,2499,0.73
1384,4,2025-10-12,4212,2749,0.37
1385,4,2025-02-26,3320,4322,0.75
1386,1,2025-07-07,7308,1720,0.63
1387,2,2025-04-20,5160,3837,0.47
1388,3,2025-11-25,8687,1967,0.33
1389,2,2025-06-01,1414,1148,0.23
1390,4,2025-03-30,7463,4114,0.43
1391,1,2025-06-25,4017,2516,0.65
1392,3,2025-12-12,3857,2888,0.76
1393,1,2025-05-25,6439,2734,0.57
1394,1,2025-02-12,6935,1093,0.51
1395,3,2025-06-18,5440,4740,0.67
1396,4,2025-06-21,601,4484,0.6
1397,3,2025-05-13,6910,2705,0.46
1398,1,2025-09-17,6657,1860,0.6
1399,3,2025-10-25,9304,3731,0.44
1400,2,2025-04-19,2113,1361,0.25
1401,2,2025-06-04,6845,2957,0.79
1402,4,2025-05-10,4295,657,0.43
1403,1,2025-04-24,3101,4278,0.61
1404,2,2025-01-23,3699,3587,0.42
1405,4,2025-06-02,1731,2320,0.48
1406,4,2025-06-03,6277,4046,0.58
1407,4,2025-08-22,959,1481,0.29
1408,1,2025-01-27,2583,1803,0.35
1409,3,2025-07-10,7849,1627,0.36
1410,3,2025-03-01,1931,3930,0.46
1411,2,2025-05-28,2078,2667,0.68
1412,1,2025-12-17,9974,2986,0.75
1413,4,2025-04-12,1663,4803,0.35
1414,1,2025-04-23,705,2011,0.58
1415,1,2025-07-04,6951,3622,0.78
1416,1,2025-07-09,3666,2235,0.59
1417,1,2025-04-02,5877,909,0.56
1418,2,2025-03-27,6815,671,0.44
1419,4,2025-01-11,3494,2719,0.8
1420,3,2025-05-31,9871,908,0.24
1421,2,2025-12-24,9388,3811,0.72
1422,4,2025-09-12,9598,431,0.76
1423,1,2025-08-01,4889,1000,0.76
1424,1,2025-06-11,7148,1000,0.32
1425,1,2025-06-10,3792,2885,0.37
1426,3,2025-09-22,9894,3635,0.25
1427,1,2025-08-04,8936,362,0.51
1428,1,2025-07-22,8339,2346,0.8
1429,4,2025-06-29,9182,2273,0.67
1430,1,2025-10-05,5416,2197,0.5
1431,1,2025-09-11,9322,1365,0.48
1432,2,2025-07-10,5108,2355,0.61
1433,3,2025-03-28,881,3001,0.72
1434,4,2025-09-18,1518,1222,0.55
1435,3,2025-10-24,6984,813,0.66
1436,3,2025-01-17,7794,4440,0.3
1437,3,2025-06-25,7083,3678,0.34
1438,2,2025-12-06,6377,1105,0.28
1439,1,2025-06-03,3701,3786,0.57
1440,4,2025-09-04,1962,3973,0.35
1441,2,2025-03-19,6268,3443,0.53
1442,2,2025-06-12,9857,2931,0.47
1443,1,2025-11-02,5894,477,0.7
1444,2,2025-08-14,3846,1178,0.8
1445,4,2025-10-13,3403,1847,0.64
1446,4,2025-09-27,2527,2154,0.36
1447,2,2025-08-30,6556,3860,0.25
1448,2,2025-12-22,5787,4192,0.39
1449,2,2025-11-25,4091,4581,0.45
1450,4,2025-04-16,3563,4547,0.57
1451,2,2025-01-23,8874,3878,0.22
1452,3,2025-06-24,7076,2736,0.68
1453,3,2025-09-02,2452,610,0.48
1454,1,2025-04-30,986,322,0.66
1455,4,2025-12-10,9497,4902,0.46
1456,3,2025-08-17,4232,2845,0.79
1457,2,2025-08-10,6463,4237,0.75
1458,4,2025-01-06,2351,3171,0.73
1459,4,2025-09-16,4528,3389,0.21
1460,1,2025-12-22,1790,2187,0.61
1461,2,2025-11-25,3446,1755,0.21
1462,4,2025-04-20,3113,3700,0.5
1463,4,2025-09-04,1143,4644,0.25
1464,1,2025-09-20,6113,434,0.32
1465,3,2025-10-26,1218,3479,0.29
1466,3,2025-04-05,644,2449,0.28
1467,3,2025-11-09,1757,3729,0.52
1468,2,2025-03-06,3121,797,0.69
1469,3,2025-08-26,6684,4259,0.53
1470,4,2025-09-02,3679,2365,0.43
1471,4,2025-05-25,7040,4549,0.28
1472,2,2025-12-03,931,4199,0.33
1473,1,2025-08-30,8775,3910,0.68
1474,3,2025-05-23,4903,2102,0.5
1475,3,2025-12-22,9098,4445,0.71
1476,3,2025-01-20,7888,450,0.37
1477,3,2025-07-05,4656,1541,0.53
1478,3,2025-02-09,8886,4618,0.77
1479,3,2025-10-03,2097,584,0.55
1480,2,2025-03-27,1233,3053,0.67
1481,4,2025-03-03,4825,4385,0.55
1482,2,2025-12-27,2465,4468,0.66
1483,4,2025-12-05,9276,434,0.66
1484,4,2025-06-25,4106,4898,0.34
1485,3,2025-06-21,7896,3670,0.67
1486,1,2025-01-04,4630,1685,0.49
1487,2,2025-02-25,7237,2948,0.38
1488,3,2025-02-10,3728,1971,0.67
1489,1,2025-06-26,4056,3566,0.34
1490,4,2025-02-11,1803,3372,0.5
1491,1,2025-08-21,7775,4739,0.24
1492,3,2025-08-24,6202,1274,0.55
1493,3,2025-04-11,3553,2346,0.55
1494,3,2025-03-26,609,4774,0.47
1495,3,2025-03-13,3332,992,0.59
1496,2,2025-11-10,1150,3039,0.51
1497,4,2025-06-14,9028,3475,0.68
1498,3,2025-06-19,1573,4703,0.76
1499,1,2025-06-17,5780,4280,0.24
1500,1,2025-01-26,8675,4719,0.61
1501,3,2025-01-21,2439,445,0.4
1502,4,2025-09-22,2625,3571,0.74
1503,3,2025-05-28,4073,461,0.31
1504,3,2025-01-15,8575,4646,0.64
1505,3,2025-09-02,5992,4136,0.53
1506,4,2025-06-13,8040,1948,0.46
1507,1,2025-09-09,2879,990,0.27
1508,2,2025-08-11,5768,4801,0.46
1509,3,2025-08-12,8405,4934,0.77
1510,3,2025-08-17,2159,4663,0.61
1511,1,2025-02-27,7235,4400,0.32
1512,2,2025-04-28,7364,1356,0.67
1513,1,2025-04-13,2855,1997,0.49
1514,1,2025-06-22,7361,292,0.78
1515,2,2025-09-06,8849,366,0.37
1516,2,2025-10-14,8540,1702,0.28
1517,2,2025-01-07,8518,2785,0.78
1518,1,2025-11-08,7479,1297,0.41
1519,4,2025-02-19,7810,729,0.5
1520,1,2025-10-31,4897,3818,0.46
1521,1,2025-06-17,3818,1152,0.61
1522,2,2025-04-06,1326,3489,0.29
1523,4,2025-04-13,6962,1111,0.26
1524,1,2025-03-16,3199,4775,0.34
1525,3,2024-12-31,4898,500,0.7
1526,4,2025-02-05,1244,4401,0.73
1527,2,2025-07-13,9596,4641,0.65
1528,4,2025-08-08,3978,3269,0.59
1529,1,2025-04-14,5661,4694,0.37
1530,1,2025-07-30,6437,2256,0.75
1531,2,2025-04-17,8616,3383,0.76
1532,3,2025-05-23,7893,2787,0.34
1533,4,2025-06-04,9683,4435,0.25
1534,3,2025-02-03,3982,1265,0.6
1535,1,2025-09-19,3822,4201,0.32
1536,2,2025-06-11,5464,625,0.51
1537,3,2025-07-25,5194,4804,0.54
1538,1,2025-10-17,891,4467,0.38
1539,4,2025-09-02,6341,4964,0.27
1540,2,2025-11-13,5671,4103,0.79
1541,4,2025-08-21,5023,4548,0.7
1542,2,2025-03-17,7597,849,0.68
1543,1,2025-07-23,2928,4382,0.47
1544,1,2025-10-30,9918,590,0.43
1545,3,2025-05-26,6604,1446,0.74
1546,1,2025-02-12,2565,1440,0.41
1547,2,2025-08-23,5258,1993,0.48
1548,2,2025-02-21,3059,511,0.45
1549,3,2025-08-19,6514,3596,0.73
1550,4,2025-04-21,1382,1753,0.46
1551,1,2025-05-19,1270,749,0.7
1552,3,2025-06-27,8422,3094,0.34
1553,2,2025-07-08,7923,4751,0.35
1554,2,2025-05-10,2023,1042,0.49
1555,1,2025-01-18,9614,3070,0.71
1556,4,2025-02-17,2251,712,0.63
1557,4,2025-03-26,1825,4306,0.54
1558,3,2025-04-16,1948,3144,0.53
1559,1,2025-04-04,7534,1338,0.34
1560,2,2025-05-06,8992,2389,0.23
1561,4,2025-11-26,9921,3182,0.49
1562,3,2025-06-08,3397,1069,0.21
1563,1,2025-12-21,4732,4190,0.62
1564,1,2025-03-13,5274,565,0.46
1565,3,2025-05-23,8952,2978,0.68
1566,1,2025-12-02,3673,3838,0.75
1567,4,2025-11-28,5457,3665,0.71
1568,1,2025-12-03,2822,3967,0.58
1569,2,2025-09-10,8214,4347,0.32
1570,4,2025-10-21,4383,1106,0.63
1571,3,2025-05-03,567,960,0.78
1572,4,2025-01-14,794,3232,0.73
1573,2,2025-02-14,2610,3500,0.43
1574,2,2025-09-02,6852,1297,0.23
1575,1,2025-09-03,5236,1358,0.72
1576,3,2025-04-14,8680,3781,0.34
1577,2,2025-01-04,8700,3427,0.8
1578,1,2025-11-19,9527,346,0.32
1579,4,2025-01-12,9031,4650,0.4
1580,3,2025-03-03,1630,1771,0.64
1581,2,2025-01-20,7516,2244,0.5
1582,3,2025-05-16,9101,4486,0.72
1583,2,2025-07-31,5927,1220,0.56
1584,4,2025-04-01,2348,1974,0.33
1585,1,2025-04-23,2934,1819,0.66
1586,2,2025-02-04,4187,1699,0.62
1587,4,2025-07-20,5516,959,0.67
1588,4,2025-12-05,6602,2812,0.37
1589,3,2025-12-17,5996,2635,0.49
1590,3,2025-09-23,3496,2616,0.79
1591,2,2025-05-29,1164,4106,0.22
1592,2,2025-02-05,5404,4983,0.57
1593,1,2025-08-10,2222,303,0.61
1594,1,2025-05-03,9527,3961,0.51
1595,4,2025-04-21,6337,1868,0.61
1596,1,2025-12-30,5021,2767,0.65
1597,3,2025-07-08,8660,2509,0.28
1598,3,2025-09-04,8135,1958,0.47
1599,2,2025-06-10,9928,3028,0.32
1600,2,2025-08-22,5617,2444,0.54
1601,4,2025-10-30,3177,1502,0.43
1602,3,2025-11-23,5253,2183,0.45
1603,2,2025-12-07,1485,4949,0.26
1604,2,2025-07-06,8871,3261,0.34
1605,3,2025-12-04,2702,4168,0.75
1606,3,2025-09-01,8816,4067,0.21
1607,4,2025-01-25,4759,487,0.25
1608,4,2025-08-15,9583,4908,0.44
1609,4,2025-03-20,2634,3709,0.7
1610,4,2025-06-19,2570,2353,0.44
1611,1,2025-07-14,9862,2196,0.27
1612,1,2025-08-02,5417,4168,0.57
1613,1,2025-07-16,1123,2887,0.67
1614,3,2025-03-06,4976,304,0.45
1615,1,2025-08-28,5908,3639,0.58
1616,2,2025-05-08,674,3355,0.25
1617,3,2025-12-10,1453,1011,0.49
1618,1,2025-02-16,6452,2204,0.46
1619,1,2025-05-08,8412,2347,0.2
1620,3,2025-05-02,9960,3816,0.42
1621,2,2025-11-22,2424,3169,0.64
1622,3,2025-07-18,1549,3649,0.38
1623,2,2025-01-11,9162,1268,0.51
1624,2,2025-06-16,8066,212,0.22
1625,4,2025-08-23,2221,4723,0.53
1626,2,2025-03-23,8547,3088,0.49
1627,1,2025-03-05,9378,4679,0.48
1628,2,2025-02-09,3668,625,0.61
1629,3,2025-01-09,6185,4077,0.7
1630,4,2025-02-01,2042,3309,0.39
1631,3,2025-11-09,3720,253,0.22
1632,2,2025-10-09,3188,378,0.44
1633,4,2025-09-30,852,3641,0.59
1634,4,2025-10-03,8712,2169,0.45
1635,1,2025-03-02,5500,874,0.63
1636,1,2025-09-29,8743,1654,0.56
1637,2,2025-04-13,574,1647,0.46
1638,2,2025-03-19,1393,2091,0.24
1639,1,2025-02-12,3140,1590,0.65
1640,3,2025-02-05,9121,897,0.62
1641,4,2025-05-08,3360,4964,0.77
1642,2,2025-07-07,8171,4551,0.32
1643,2,2025-06-01,9203,1077,0.28
1644,1,2025-07-17,4107,1416,0.71
1645,2,2025-05-27,1296,533,0.24
1646,1,2025-03-29,2252,1716,0.75
1647,2,2025-12-22,8366,1940,0.51
1648,1,2025-11-21,2822,1563,0.25
1649,3,2025-02-13,3757,3602,0.41
1650,2,2025-11-12,1486,834,0.22
1651,3,2025-07-13,3424,585,0.64
1652,1,2025-12-13,9947,855,0.24
1653,4,2025-11-01,5768,4332,0.22
1654,3,2025-02-12,2521,882,0.78
1655,1,2025-07-18,880,2680,0.26
1656,2,2025-07-08,1476,821,0.27
1657,2,2025-04-17,7964,2915,0.24
1658,2,2025-06-11,8159,540,0.32
1659,1,2025-03-04,8446,2217,0.53
1660,4,2025-02-18,2051,2528,0.56
1661,2,2025-04-22,2260,963,0.22
1662,3,2025-11-04,5464,1201,0.35
1663,1,2025-04-21,5711,3554,0.24
1664,3,2025-03-21,4225,2623,0.52
1665,2,2025-07-10,1571,1504,0.48
1666,2,2025-05-31,3528,2667,0.75
1667,4,2025-02-19,1416,3099,0.31
1668,2,2025-01-15,3660,2722,0.49
1669,1,2025-03-10,1647,4165,0.53
1670,3,2025-05-29,3636,3289,0.76
1671,3,2025-12-13,6547,4520,0.76
1672,1,2025-11-09,9434,3240,0.41
1673,4,2025-11-17,8215,391,0.47
1674,4,2025-06-29,8239,3691,0.8
1675,4,2025-10-24,8067,784,0.24
1676,4,2025-11-08,1052,2535,0.3
1677,1,2025-08-25,843,4072,0.32
1678,3,2025-09-02,9705,3399,0.52
1679,1,2025-07-19,8149,4593,0.21
1680,4,2025-01-31,9696,3346,0.73
1681,4,2025-02-24,511,708,0.69
1682,3,2025-08-27,4769,4020,0.4
1683,1,2025-05-20,5375,4499,0.26
1684,3,2025-07-27,4382,2347,0.37
1685,2,2025-06-09,7034,1629,0.45
1686,2,2025-02-28,6133,984,0.55
1687,1,2025-09-05,9253,2110,0.31
1688,3,2025-11-20,5724,2962,0.74
1689,2,2025-05-08,8055,4058,0.8
1690,4,2025-11-15,3616,3227,0.52
1691,4,2025-10-31,6927,391,0.24
1692,2,2025-11-07,2409,2186,0.69
1693,4,2025-04-18,7788,752,0.68
1694,4,2025-01-27,8056,4496,0.58
1695,2,2025-03-13,4456,678,0.54
1696,4,2025-05-03,2806,2817,0.53
1697,1,2025-12-04,587,3596,0.77
1698,3,2025-12-17,4954,3544,0.62
1699,4,2025-12-29,5976,215,0.45
1700,1,2025-09-28,6453,3228,0.64
1701,4,2025-09-20,8037,4776,0.36
1702,4,2025-01-27,681,2355,0.73
1703,1,2025-10-03,4894,1188,0.45
1704,1,2025-04-21,7836,1319,0.31
1705,4,2025-03-14,7715,2076,0.22
1706,1,2025-07-15,4175,1794,0.66
1707,1,2025-01-19,3124,2900,0.27
1708,4,2025-08-08,7841,360,0.36
1709,3,2025-07-21,1249,1597,0.32
1710,2,2025-05-14,5312,2417,0.7
1711,1,2025-07-07,6698,3134,0.23
1712,4,2025-11-10,5799,454,0.21
1713,3,2025-03-21,8936,2015,0.73
1714,2,2025-05-21,9313,1385,0.7
1715,1,2025-10-18,1064,1383,0.63
1716,1,2025-07-20,2847,3513,0.76
1717,2,2025-12-06,8425,3686,0.61
1718,3,2024-12-31,8567,2764,0.61
1719,1,2025-04-16,7598,3874,0.28
1720,1,2025-12-17,7647,4019,0.35
1721,3,2025-04-11,7844,4974,0.36
1722,2,2025-01-27,3949,1178,0.58
1723,1,2025-11-04,630,4769,0.25
1724,4,2025-04-12,3743,841,0.8
1725,3,2025-05-10,1662,681,0.55
1726,2,2025-01-10,7214,3683,0.63
1727,4,2025-06-04,6406,4354,0.79
1728,1,2025-04-05,8857,2165,0.68
1729,4,2025-12-19,7396,754,0.59
1730,4,2025-11-21,2666,3111,0.4
1731,1,2025-05-14,6139,4630,0.36
1732,2,2025-02-21,2411,4121,0.77
1733,2,2025-05-30,4858,677,0.67
1734,2,2025-08-14,4976,2713,0.32
1735,1,2025-09-28,8978,4475,0.4
1736,3,2025-03-02,1891,662,0.51
1737,4,2025-11-05,8503,2770,0.7
1738,4,2025-01-15,4546,2767,0.49
1739,1,2025-09-22,8815,761,0.52
1740,2,2025-10-09,1499,278,0.48
1741,2,2025-03-22,6935,2894,0.73
1742,2,2025-05-17,554,1064,0.27
1743,4,2025-03-01,3428,4501,0.57
1744,2,2025-10-23,4795,4886,0.75
1745,4,2025-11-14,4089,2741,0.69
1746,4,2025-05-02,6751,557,0.26
1747,1,2025-12-19,9236,3704,0.28
1748,3,2025-09-20,1799,1210,0.75
1749,4,2025-11-06,9429,1341,0.66
1750,3,2025-10-23,3454,3935,0.27
1751,1,2025-06-07,9185,2329,0.45
1752,4,2025-07-01,7339,3199,0.53
1753,1,2025-08-07,3508,4945,0.25
1754,1,2025-09-11,7750,2387,0.55
1755,4,2025-09-22,7451,2652,0.42
1756,4,2025-11-23,3114,844,0.62
1757,3,2025-02-22,9548,3851,0.46
1758,3,2025-11-22,5767,3081,0.48
1759,2,2025-10-29,4563,735,0.62
1760,1,2025-08-26,6701,4504,0.75
1761,1,2025-10-05,8719,1509,0.55
1762,4,2025-04-26,3390,1663,0.66
1763,4,2025-11-17,1757,1964,0.77
1764,1,2025-02-05,4227,1747,0.44
1765,3,2025-02-22,5218,1353,0.5
1766,2,2025-05-26,8292,4142,0.37
1767,4,2025-09-25,3272,2574,0.4
1768,1,2025-03-12,5910,3194,0.36
1769,4,2025-03-29,4645,4096,0.29
1770,4,2025-01-13,7084,547,0.36
1771,2,2025-03-27,2019,4117,0.5
1772,4,2025-11-14,6811,4999,0.55
1773,3,2025-08-13,5578,1717,0.59
1774,2,2025-03-07,6701,1946,0.76
1775,2,2025-08-13,8577,528,0.74
1776,3,2025-10-06,6586,2839,0.76
1777,3,2025-05-04,2390,1553,0.23
1778,4,2025-09-03,1944,3336,0.53
1779,1,2025-06-19,9685,1684,0.36
1780,2,2025-02-17,8265,3786,0.44
1781,4,2025-07-20,3744,1241,0.76
1782,2,2025-03-10,2156,4713,0.49
1783,3,2025-02-23,9898,619,0.42
1784,3,2025-11-01,5576,4400,0.31
1785,4,2025-08-01,2388,746,0.72
1786,1,2025-09-03,4917,3487,0.47
1787,1,2025-05-28,2254,3661,0.56
1788,3,2025-04-23,4408,4387,0.24
1789,4,2025-08-27,8663,236,0.76
1790,4,2025-10-05,1654,4804,0.42
1791,2,2025-10-21,6943,731,0.44
1792,3,2025-12-07,6130,2509,0.43
1793,3,2025-02-19,832,1116,0.49
1794,2,2025-07-25,1503,264,0.24
1795,3,2025-06-28,902,2599,0.56
1796,2,2025-07-17,7871,4690,0.27
1797,1,2025-10-14,8229,4177,0.21
1798,3,2025-08-30,3671,4466,0.5
1799,2,2025-01-26,9328,2155,0.7
1800,2,2025-03-01,2537,1462,0.69
1801,1,2025-11-19,9565,4216,0.37
1802,1,2025-12-02,8622,2264,0.33
1803,2,2025-06-16,3195,4595,0.74
1804,3,2025-09-13,3239,2032,0.6
1805,4,2025-12-09,3989,2817,0.43
1806,2,2025-03-02,5075,2440,0.74
1807,3,2025-04-28,3321,1333,0.29
1808,4,2025-08-06,8345,1422,0.5
1809,2,2025-02-05,4513,1996,0.38
1810,2,2025-10-10,6705,560,0.66
1811,2,2025-09-29,2730,1428,0.6
1812,3,2025-06-21,2143,4286,0.59
1813,3,2025-04-04,4008,2700,0.61
1814,1,2025-05-11,4087,407,0.57
1815,1,2025-04-11,1866,4904,0.63
1816,2,2025-08-05,2830,2493,0.27
1817,2,2025-02-27,7665,2054,0.41
1818,4,2025-06-24,3136,1325,0.51
1819,2,2025-10-15,1010,2005,0.55
1820,3,2025-02-17,9465,495,0.69
1821,2,2025-02-21,4276,3538,0.47
1822,3,2025-11-18,5015,3063,0.41
1823,3,2025-08-07,4978,2706,0.28
1824,4,2025-09-08,8515,1402,0.46
1825,2,2025-10-08,4286,1872,0.78
1826,3,2025-04-02,3993,1861,0.49
1827,3,2025-06-23,7830,1993,0.5
1828,3,2025-11-13,4298,1804,0.79
1829,1,2025-11-06,6879,2902,0.33
1830,2,2025-05-29,4633,3037,0.76
1831,4,2025-05-17,6267,3830,0.22
1832,4,2025-11-06,8345,966,0.42
1833,1,2025-01-31,9345,2027,0.74
1834,2,2025-09-03,6497,3439,0.3
1835,3,2025-07-11,780,1202,0.32
1836,3,2025-11-03,1401,2188,0.64
1837,1,2025-11-21,4317,3813,0.32
1838,2,2025-12-18,2598,1283,0.22
1839,4,2025-09-05,9348,1633,0.71
1840,4,2025-12-10,7001,4615,0.44
1841,4,2025-05-29,4274,206,0.65
1842,1,2025-02-14,7269,2525,0.53
1843,4,2025-09-05,8849,3911,0.39
1844,4,2025-03-18,2115,4919,0.3
1845,3,2025-03-12,1825,907,0.78
1846,2,2025-02-17,9109,2700,0.55
1847,2,2025-04-05,3613,2820,0.21
1848,2,2025-10-17,7762,3223,0.31
1849,4,2025-02-23,5249,4301,0.65
1850,2,2025-01-13,2556,652,0.62
1851,1,2025-08-28,714,3446,0.7
1852,2,2025-09-18,3312,2142,0.56
1853,4,2025-02-22,1659,1000,0.6
1854,4,2025-06-19,5564,1108,0.79
1855,3,2025-11-13,6813,2603,0.7
1856,3,2025-06-02,5959,1406,0.32
1857,4,2025-06-22,8239,4799,0.29
1858,1,2025-12-04,9135,321,0.2
1859,4,2025-12-29,3762,1734,0.3
1860,1,2025-12-24,9154,4328,0.66
1861,3,2025-01-27,3609,4813,0.25
1862,3,2025-02-16,8028,2208,0.27
1863,1,2025-06-27,3984,4805,0.51
1864,2,2025-11-09,3137,266,0.39
1865,3,2025-10-09,8739,1386,0.34
1866,4,2025-10-28,7567,472,0.66
1867,1,2025-01-25,8561,1414,0.65
1868,2,2024-12-31,9210,1604,0.24
1869,1,2025-12-10,2095,3164,0.65
1870,1,2025-06-01,1271,4215,0.68
1871,3,2025-03-17,8399,414,0.37
1872,2,2025-01-06,1050,4964,0.46
1873,4,2025-01-20,7141,3695,0.6
1874,2,2025-11-08,1043,613,0.56
1875,3,2025-07-12,3795,828,0.56
1876,3,2025-10-20,2703,1958,0.43
1877,2,2025-10-07,8247,851,0.36
1878,4,2025-01-09,3426,3035,0.21
1879,4,2025-10-13,3712,2069,0.69
1880,4,2025-06-23,1147,4964,0.6
1881,3,2025-08-20,8931,2019,0.25
1882,3,2025-03-08,4008,3601,0.21
1883,1,2025-06-10,1838,3773,0.63
1884,4,2024-12-31,6782,2030,0.64
1885,4,2025-09-19,8120,1532,0.29
1886,3,2025-04-28,6597,4666,0.36
1887,2,2025-06-07,3916,1174,0.47
1888,1,2025-11-08,3968,4405,0.57
1889,1,2025-12-27,2852,4861,0.39
1890,4,2025-03-21,9013,1236,0.3
1891,2,2025-09-03,6016,4539,0.46
1892,2,2025-08-12,2820,1275,0.34
1893,3,2025-10-24,2862,3622,0.38
1894,1,2025-10-29,4735,2450,0.77
1895,2,2025-09-23,588,3175,0.43
1896,4,2025-07-11,7675,3902,0.45
1897,4,2025-11-05,2979,3125,0.79
1898,4,2025-08-20,4401,2672,0.3
1899,1,2025-03-28,5598,2121,0.8
1900,2,2025-01-07,9791,418,0.35
1901,1,2025-05-22,7248,2340,0.43
1902,1,2025-10-15,6929,4744,0.49
1903,3,2025-11-04,2183,3848,0.7
1904,4,2025-01-25,7496,1138,0.29
1905,4,2025-01-14,6654,4719,0.4
1906,4,2025-06-20,7475,2674,0.67
1907,2,2025-05-23,6522,528,0.31
1908,2,2025-05-02,7953,2636,0.45
1909,3,2025-03-27,3502,2920,0.63
1910,3,2025-05-05,6710,2192,0.38
1911,4,2025-01-22,9650,1603,0.22
1912,1,2025-09-23,8534,3365,0.51
1913,3,2025-10-10,9056,833,0.34
1914,2,2025-01-19,4824,1616,0.73
1915,1,2025-08-05,7373,3203,0.34
1916,3,2025-10-10,1589,4234,0.58
1917,3,2025-05-01,2703,3296,0.68
1918,4,2025-03-12,9521,1780,0.73
1919,1,2025-10-17,1302,1775,0.22
1920,2,2025-09-19,1298,4179,0.48
1921,1,2025-12-16,2008,1266,0.75
1922,3,2025-09-22,3457,2216,0.5
1923,3,2025-11-29,9839,2975,0.42
1924,1,2025-05-25,3143,4177,0.27
1925,1,2025-12-04,6795,1837,0.24
1926,3,2025-08-07,5017,4650,0.23
1927,4,2025-05-14,6748,2419,0.62
1928,4,2025-10-20,1039,3655,0.39
1929,4,2025-07-05,1898,1284,0.8
1930,3,2025-08-24,8306,1813,0.49
1931,3,2025-10-07,1559,2685,0.27
1932,2,2025-09-01,9591,3885,0.46
1933,4,2025-11-30,940,251,0.54
1934,3,2025-08-14,6167,658,0.44
1935,2,2025-07-09,8279,3464,0.34
1936,2,2025-04-11,2419,1725,0.32
1937,3,2025-07-31,3671,1954,0.46
1938,4,2025-10-12,593,1892,0.5
1939,4,2025-12-02,2620,519,0.58
1940,1,2025-05-16,4538,4048,0.34
1941,4,2025-05-30,9299,555,0.35
1942,4,2025-02-22,7745,3766,0.21
1943,1,2025-08-15,6799,3735,0.21
1944,3,2025-07-12,4374,730,0.55
1945,3,2025-03-12,3582,2442,0.36
1946,1,2025-01-30,6869,899,0.42
1947,1,2025-09-26,9665,3793,0.57
1948,2,2025-05-31,3332,1341,0.77
1949,3,2025-07-13,7798,2695,0.73
1950,1,2025-02-16,4774,3024,0.8
1951,1,2025-04-08,1125,3754,0.43
1952,2,2025-06-01,4316,2376,0.21
1953,1,2025-01-01,6737,840,0.75
1954,2,2025-10-28,4520,1819,0.35
1955,2,2025-08-03,5789,1613,0.52
1956,3,2025-01-24,4097,1747,0.31
1957,4,2025-08-21,5044,2386,0.69
1958,1,2025-06-06,5447,4992,0.78
1959,4,2025-11-11,5878,1495,0.58
1960,4,2025-03-23,2357,2885,0.79
1961,1,2025-06-28,7261,4020,0.38
1962,1,2025-02-11,8474,2266,0.54
1963,4,2025-01-30,978,3670,0.21
1964,1,2025-10-20,6135,3801,0.71
1965,4,2025-12-15,3044,4549,0.63
1966,2,2025-08-17,9511,4988,0.74
